,0,1,2,3,4,5,6,7
0,-0.767712,-0.037205,-0.00029,-7e-05,0.0,0.0,0.0,0.0
1,0.561093,0.520001,0.000215,0.000289,0.0,0.0,0.0,0.0
2,0.002052,-0.743904,7.4e-05,-0.000346,0.0,0.0,0.0,0.0
3,-0.399457,-0.622002,-5.6e-05,-0.000308,0.0,0.0,0.0,0.0
4,0.259539,-0.664697,0.000238,-0.000111,0.0,0.0,0.0,0.0
5,-0.413796,0.570907,-0.000227,-4.1e-05,0.0,0.0,0.0,0.0
6,0.631206,-0.053921,-2.5e-05,0.000185,0.0,0.0,0.0,0.0
7,0.587804,-0.019768,-0.000105,0.000147,0.0,0.0,0.0,0.0
8,-0.561702,-0.115169,0.000214,-1.5e-05,0.0,0.0,0.0,0.0
9,0.090008,0.510238,3.9e-05,-0.00025,0.0,0.0,0.0,0.0
10,-0.099338,-0.494086,-0.000194,0.000257,0.0,0.0,0.0,0.0
11,-0.415814,-0.275917,-0.000119,0.000368,0.0,0.0,0.0,0.0
12,0.382002,0.239498,0.000216,-0.000472,0.0,0.0,0.0,0.0
13,0.404734,-0.227898,-0.000126,-0.000609,0.0,0.0,0.0,0.0
14,0.444961,-0.151802,0.000219,-0.000698,0.0,0.0,0.0,0.0
15,0.113557,-0.499126,-0.000408,-0.000632,0.0,0.0,0.0,0.0
16,-0.35286,-0.418686,-0.000677,-0.000134,0.0,0.0,0.0,0.0
17,-0.285113,-0.484184,-0.000455,-0.000343,0.0,0.0,0.0,0.0
18,-0.564931,-0.081566,-0.000502,2.4e-05,0.0,0.0,0.0,0.0
19,-0.390588,0.358887,-0.000381,0.000233,0.0,0.0,0.0,0.0
20,-0.484255,0.256398,-0.000417,-2e-05,0.0,0.0,0.0,0.0
21,-0.473709,-0.312985,0.0,-0.000367,0.0,0.0,0.0,0.0
22,-0.546061,-0.085077,8e-06,-0.00037,0.0,0.0,0.0,0.0
23,-0.517955,-0.176665,0.000214,-0.000328,0.0,0.0,0.0,0.0
24,0.435995,0.093727,-0.000356,0.000173,0.0,0.0,0.0,0.0
25,0.031625,0.454004,-0.000103,-0.000449,0.0,0.0,0.0,0.0
26,0.423634,0.16155,-0.000337,-0.000344,0.0,0.0,0.0,0.0
27,-0.477589,0.274812,0.000552,0.000129,0.0,0.0,0.0,0.0
28,-0.492288,0.313143,0.000513,0.000443,0.0,0.0,0.0,0.0
29,0.486799,-0.355433,-0.000304,-0.000716,0.0,0.0,0.0,0.0
30,0.070604,0.607592,0.000843,0.000246,0.0,0.0,0.0,0.0
31,0.622683,0.192823,0.000803,-0.000381,0.0,0.0,0.0,0.0
32,0.631346,-0.36851,0.00056,-0.00072,0.0,0.0,0.0,0.0
33,-0.72098,-0.454616,-0.000855,-0.000309,0.0,0.0,0.0,0.0
34,-0.108306,0.736161,-0.000121,0.000877,0.0,0.0,0.0,0.0
35,-0.320263,0.67962,-0.000485,0.000634,0.0,0.0,0.0,0.0
36,0.543821,0.411444,0.00014,0.000625,0.0,0.0,0.0,0.0
37,0.609267,-0.363904,0.000466,0.000355,0.0,0.0,0.0,0.0
38,0.615968,-0.210041,8.5e-05,0.000407,0.0,0.0,0.0,0.0
39,0.018678,-0.715943,0.000255,0.000276,0.0,0.0,0.0,0.0
40,-0.583058,-0.400673,0.000344,0.00015,0.0,0.0,0.0,0.0
41,0.062105,-0.66693,-0.000261,0.000334,0.0,0.0,0.0,0.0
42,0.393596,-0.472243,-0.000435,-9.2e-05,0.0,0.0,0.0,0.0
43,-0.253202,-0.666032,-0.000345,0.000236,0.0,0.0,0.0,0.0
44,-0.658609,-0.286847,-0.000213,0.000415,0.0,0.0,0.0,0.0
45,-0.486623,0.406493,0.000284,0.000303,0.0,0.0,0.0,0.0
46,0.326567,-0.621982,2.3e-05,-0.000234,0.0,0.0,0.0,0.0
47,0.063023,-0.742256,-1.1e-05,-0.000182,0.0,0.0,0.0,0.0
48,-0.527856,-0.553863,-0.000172,-0.000106,0.0,0.0,0.0,0.0
49,0.413418,0.298225,0.000118,5e-06,0.0,0.0,0.0,0.0
50,0.502876,-0.22515,-5.2e-05,-0.000211,0.0,0.0,0.0,0.0
51,-0.59301,0.013275,0.000132,0.000126,0.0,0.0,0.0,0.0
52,-0.123793,0.38577,0.000307,0.0001,0.0,0.0,0.0,0.0
53,-0.513769,-0.006668,-2.4e-05,0.000403,0.0,0.0,0.0,0.0
54,0.355942,-0.207637,5.5e-05,-0.000371,0.0,0.0,0.0,0.0
55,-0.465021,0.055177,-0.000159,0.000301,0.0,0.0,0.0,0.0
56,0.228966,0.205282,0.000311,0.000152,0.0,0.0,0.0,0.0
57,0.276796,0.184038,0.00024,0.000251,0.0,0.0,0.0,0.0
58,-0.478182,-0.404112,-0.000234,-0.000201,0.0,0.0,0.0,0.0
59,-0.593617,-0.105029,-0.000167,-0.000151,0.0,0.0,0.0,0.0
60,0.331654,0.239493,-6.6e-05,0.000162,0.0,0.0,0.0,0.0
61,-0.052225,0.434939,-0.000145,-1.2e-05,0.0,0.0,0.0,0.0
62,-0.621054,-0.001801,4e-05,-0.000125,0.0,0.0,0.0,0.0
63,-0.582387,0.0236,7.9e-05,-0.0001,0.0,0.0,0.0,0.0
64,-0.546694,-0.02056,5.5e-05,1.8e-05,0.0,0.0,0.0,0.0
65,-0.379989,-0.48325,-2.5e-05,2.4e-05,0.0,0.0,0.0,0.0
66,-0.152988,0.211607,6.9e-05,8.7e-05,0.0,0.0,0.0,0.0
67,0.216699,0.027779,7.1e-05,5.2e-05,0.0,0.0,0.0,0.0
68,0.148085,0.065234,4.7e-05,0.000193,0.0,0.0,0.0,0.0
69,0.246161,-0.282616,0.000205,0.000189,0.0,0.0,0.0,0.0
70,0.001785,-0.538534,0.000321,-7e-05,0.0,0.0,0.0,0.0
71,0.194115,0.082277,-0.000297,0.000253,0.0,0.0,0.0,0.0
72,0.353875,-0.327557,1.8e-05,0.000398,0.0,0.0,0.0,0.0
73,-0.489243,0.015444,4.9e-05,-0.000385,0.0,0.0,0.0,0.0
74,0.175549,0.248875,-0.000362,-0.000134,0.0,0.0,0.0,0.0
75,0.302734,0.198754,-0.000353,-0.000181,0.0,0.0,0.0,0.0
76,0.408776,0.525509,-0.000382,-0.000477,0.0,0.0,0.0,0.0
77,-0.930901,-0.212645,0.000467,5.5e-05,0.0,0.0,0.0,0.0
78,-0.383321,0.480724,0.000342,-0.000199,0.0,0.0,0.0,0.0
79,0.150396,-0.949403,-0.000259,0.000111,0.0,0.0,0.0,0.0
80,0.256111,0.244581,0.000262,-9.9e-05,0.0,0.0,0.0,0.0
81,0.070002,-0.783,-9.9e-05,-0.000139,0.0,0.0,0.0,0.0
82,-0.469608,-0.088114,-0.000123,5e-05,0.0,0.0,0.0,0.0
83,-0.129176,-0.766647,8e-06,-7.4e-05,0.0,0.0,0.0,0.0
84,-0.566579,-0.415142,-2e-05,6e-06,0.0,0.0,0.0,0.0
85,0.542288,-0.332743,3.1e-05,-9e-06,0.0,0.0,0.0,0.0
86,0.587485,-0.217459,0.000143,-7.2e-05,0.0,0.0,0.0,0.0
87,-0.318724,-0.970211,-0.000187,-8.3e-05,0.0,0.0,0.0,0.0
88,-0.223239,-1.020613,-0.000261,-0.000173,0.0,0.0,0.0,0.0
89,-0.604024,-0.727733,-0.000357,7.5e-05,0.0,0.0,0.0,0.0
90,-0.043674,0.241865,0.000254,0.000257,0.0,0.0,0.0,0.0
91,-0.541016,-0.159958,-0.00011,0.000279,0.0,0.0,0.0,0.0
92,0.202583,-0.818393,-0.000107,-0.000253,0.0,0.0,0.0,0.0
93,0.166115,-0.094859,0.000197,-3.1e-05,0.0,0.0,0.0,0.0
94,0.183257,-0.244506,0.000102,-0.000124,0.0,0.0,0.0,0.0
95,0.159159,-0.394707,2.6e-05,-0.000133,0.0,0.0,0.0,0.0
96,-0.001515,-0.342809,4.4e-05,-0.000185,0.0,0.0,0.0,0.0
97,0.047961,-0.383863,0.000116,-0.000102,0.0,0.0,0.0,0.0
98,0.12666,-0.520371,9.6e-05,-0.000113,0.0,0.0,0.0,0.0
99,-0.057794,-0.293507,-0.000117,0.000217,0.0,0.0,0.0,0.0
100,-0.123181,-0.272496,-0.000295,8.8e-05,0.0,0.0,0.0,0.0
